id_client,nom_complet,email,tranche_age,sexe,ville,segment_client,canal_acquisition,region
C03095,Khadija Kabbaj,khadija.kabbaj334@hotmail.com,35-44,m,Agadir,Silver,Google,Souss-Massa
C04540,Youssef Bennani,youssef.bennani966@yahoo.fr,65+,m,Casablanca,Bronze,Direct,Casablanca-Settat
C04320,Imane Ghazali,imane.ghazali36@yahoo.fr,65+,m,Casablanca,Gold,Google,Casablanca-Settat
C03282,Mehdi Haddad,mehdi.haddad831@gmail.com,65+,f,Fès,Gold,Instagram,Fès-Meknès
C01741,Imane Idrissi,imane.idrissi626@yahoo.fr,65+,m,Fès,Gold,Facebook,Fès-Meknès
C01522,Youssef El Fassi,,45-54,f,Oujda,Gold,Facebook,Oriental
C01997,Fatima Bennani,fatima.bennani749@yahoo.fr,18-24,f,Meknès,Gold,Facebook,Fès-Meknès
C02757,Zineb Ghazali,zineb.ghazali608@yahoo.fr,,m,Agadir,Bronze,Facebook,Souss-Massa
C01262,Youssef Jebli,youssef.jebli780@hotmail.com,,m,Marrakech,Gold,Direct,Marrakech-Safi
C01689,Mehdi El Fassi,,25-34,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C03992,Imane El Fassi,,25-34,f,Marrakech,Silver,Facebook,Marrakech-Safi
C02852,Fatima Jebli,fatima.jebli50@outlook.com,25-34,f,Meknès,Bronze,Instagram,Fès-Meknès
C03758,Anas Jebli,anas.jebli775@yahoo.fr,65+,f,Fès,Gold,Google,Fès-Meknès
C01356,Anas Bennani,anas.bennani462@outlook.com,65+,m,Marrakech,Gold,Facebook,Marrakech-Safi
C03615,Omar Bennani,,<18,f,Casablanca,Gold,Google,Casablanca-Settat
C00909,Imane Kabbaj,imane.kabbaj922@yahoo.fr,55-64,f,Meknès,Gold,Direct,Fès-Meknès
C00270,Imane Idrissi,imane.idrissi11@yahoo.fr,,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C02627,Khadija Idrissi,khadija.idrissi602@gmail.com,55-64,m,Meknès,Gold,Facebook,Fès-Meknès
C01604,Zineb Chraibi,zineb.chraibi121@yahoo.fr,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C00983,Fatima Ghazali,fatima.ghazali463@gmail.com,,m,Agadir,Silver,Facebook,Souss-Massa
C04806,Anas Jebli,anas.jebli88@hotmail.com,,m,Meknès,Gold,Facebook,Fès-Meknès
C02464,Youssef Bennani,youssef.bennani760@outlook.com,<18,f,Meknès,Gold,Facebook,Fès-Meknès
C03206,Youssef Chraibi,youssef.chraibi826@outlook.com,65+,f,Oujda,Gold,Instagram,Oriental
C02671,Omar Haddad,omar.haddad29@outlook.com,65+,f,Casablanca,Gold,Google,Casablanca-Settat
C00380,Zineb Alami,zineb.alami481@outlook.com,65+,f,Fès,Gold,Facebook,Fès-Meknès
C02409,Ahmed Ghazali,ahmed.ghazali158@gmail.com,18-24,m,Meknès,Gold,Google,Fès-Meknès
C01527,Ahmed Haddad,ahmed.haddad976@outlook.com,65+,m,Agadir,Silver,Facebook,Souss-Massa
C01412,Anas Jebli,anas.jebli809@outlook.com,,m,Oujda,Bronze,Direct,Oriental
C00313,Anas Chraibi,anas.chraibi572@outlook.com,35-44,f,Oujda,Gold,Google,Oriental
C00954,Khadija Alami,khadija.alami204@hotmail.com,18-24,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02563,Omar Drissi,omar.drissi614@yahoo.fr,25-34,f,Oujda,Gold,Facebook,Oriental
C00215,Youssef Bennani,youssef.bennani411@outlook.com,35-44,f,Oujda,Gold,Facebook,Oriental
C02711,Youssef Drissi,youssef.drissi569@gmail.com,,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C00832,Omar Alami,omar.alami275@outlook.com,65+,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C01754,Anas Bennani,anas.bennani806@outlook.com,,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02176,Fatima Chraibi,fatima.chraibi908@outlook.com,18-24,m,Marrakech,Bronze,Facebook,Marrakech-Safi
C04171,Khadija Drissi,khadija.drissi55@gmail.com,65+,f,Meknès,Silver,Google,Fès-Meknès
C01284,Mehdi Chraibi,mehdi.chraibi979@gmail.com,35-44,m,Marrakech,Gold,Instagram,Marrakech-Safi
C02475,Youssef Ghazali,youssef.ghazali249@yahoo.fr,25-34,m,Tanger,Silver,Direct,Tanger-Tétouan-Al Hoceïma
C04681,Imane Drissi,imane.drissi860@gmail.com,65+,f,Rabat,Silver,Instagram,Rabat-Salé-Kénitra
C03394,Anas Jebli,anas.jebli690@yahoo.fr,,f,Marrakech,Bronze,Direct,Marrakech-Safi
C01738,Anas Idrissi,anas.idrissi992@yahoo.fr,,f,Oujda,Gold,Direct,Oriental
C04388,Ahmed El Fassi,,35-44,f,Oujda,Gold,Google,Oriental
C00219,Imane Ghazali,imane.ghazali680@outlook.com,,m,Meknès,Silver,Facebook,Fès-Meknès
C00649,Omar Bennani,omar.bennani971@hotmail.com,35-44,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C03800,Omar Bennani,omar.bennani742@yahoo.fr,,m,Fès,Gold,Instagram,Fès-Meknès
C04330,Mehdi El Fassi,,65+,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03960,Anas Haddad,anas.haddad567@hotmail.com,,m,tanger,Silver,Facebook,
C01142,Sanaa Idrissi,sanaa.idrissi137@hotmail.com,,f,Marrakech,Gold,Instagram,Marrakech-Safi
C02899,Mehdi Ghazali,mehdi.ghazali10@outlook.com,,f,tanger,Bronze,Instagram,
C03039,Zineb Bennani,zineb.bennani567@yahoo.fr,,m,Agadir,Bronze,Instagram,Souss-Massa
C00224,Fatima Bennani,,45-54,f,Casablanca,Bronze,Direct,Casablanca-Settat
C02431,Khadija El Fassi,,18-24,m,Agadir,Gold,Instagram,Souss-Massa
C04470,Mehdi Haddad,,,f,Marrakech,Gold,Direct,Marrakech-Safi
C01964,Youssef Idrissi,youssef.idrissi773@outlook.com,65+,m,Agadir,Gold,Instagram,Souss-Massa
C01543,Omar Chraibi,omar.chraibi616@gmail.com,,f,Oujda,Gold,Instagram,Oriental
C01081,Mehdi Alami,mehdi.alami310@yahoo.fr,65+,f,Casablanca,Gold,Google,Casablanca-Settat
C03925,Ahmed Chraibi,ahmed.chraibi163@hotmail.com,18-24,f,Marrakech,Silver,Direct,Marrakech-Safi
C00631,Khadija Jebli,khadija.jebli404@gmail.com,<18,m,Meknès,Gold,Google,Fès-Meknès
C04349,Ahmed Jebli,ahmed.jebli531@hotmail.com,,m,Marrakech,Gold,Direct,Marrakech-Safi
C03716,Imane Kabbaj,imane.kabbaj183@gmail.com,65+,f,Oujda,Silver,Facebook,Oriental
C03401,Imane El Fassi,,65+,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03273,Imane Haddad,imane.haddad436@outlook.com,45-54,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C04283,Mehdi Drissi,mehdi.drissi43@hotmail.com,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C02604,Khadija Alami,khadija.alami451@gmail.com,18-24,m,Meknès,Gold,Facebook,Fès-Meknès
C02967,Zineb Jebli,zineb.jebli103@gmail.com,65+,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00433,Sanaa Ghazali,sanaa.ghazali316@outlook.com,25-34,f,Meknès,Bronze,Direct,Fès-Meknès
C01489,Omar Drissi,omar.drissi39@hotmail.com,65+,m,Agadir,Gold,Google,Souss-Massa
C03208,Imane Bennani,imane.bennani511@hotmail.com,,f,Meknès,Gold,Direct,Fès-Meknès
C04822,Ahmed Kabbaj,ahmed.kabbaj104@outlook.com,45-54,f,Oujda,Bronze,Direct,Oriental
C01718,Fatima Jebli,fatima.jebli886@outlook.com,65+,f,tanger,Gold,Facebook,
C00942,Sanaa Kabbaj,sanaa.kabbaj425@yahoo.fr,25-34,m,Agadir,Gold,Facebook,Souss-Massa
C04273,Youssef Idrissi,,65+,f,Agadir,Gold,Instagram,Souss-Massa
C01692,Mehdi Chraibi,mehdi.chraibi776@hotmail.com,45-54,m,tanger,Gold,Google,
C02226,Youssef Kabbaj,youssef.kabbaj461@gmail.com,25-34,m,Agadir,Gold,Facebook,Souss-Massa
C01844,Zineb El Fassi,,65+,m,TANGER,Silver,Google,
C02768,Imane El Fassi,,,m,Fès,Gold,Google,Fès-Meknès
C00589,Sanaa Idrissi,sanaa.idrissi497@outlook.com,25-34,m,Meknès,Gold,Google,Fès-Meknès
C00391,Omar El Fassi,,25-34,f,Agadir,Gold,Facebook,Souss-Massa
C02914,Youssef Chraibi,youssef.chraibi873@outlook.com,45-54,m,Oujda,Silver,Google,Oriental
C04622,Khadija El Fassi,,55-64,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04208,Youssef Chraibi,youssef.chraibi315@outlook.com,25-34,m,Meknès,Gold,Facebook,Fès-Meknès
C01989,Mehdi Chraibi,mehdi.chraibi674@yahoo.fr,,f,Oujda,Gold,Direct,Oriental
C04590,Khadija Chraibi,khadija.chraibi371@hotmail.com,65+,f,Marrakech,Gold,Google,Marrakech-Safi
C00469,Omar Haddad,omar.haddad421@hotmail.com,<18,m,Fès,Gold,Instagram,Fès-Meknès
C02558,Khadija Idrissi,khadija.idrissi448@yahoo.fr,45-54,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C01758,Ahmed Drissi,ahmed.drissi619@yahoo.fr,35-44,m,Oujda,Silver,Facebook,Oriental
C00924,Zineb Jebli,zineb.jebli757@yahoo.fr,<18,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03622,Ahmed Drissi,ahmed.drissi1@gmail.com,55-64,m,Meknès,Gold,Google,Fès-Meknès
C01519,Fatima Idrissi,fatima.idrissi884@outlook.com,45-54,f,Casablanca,Gold,Google,Casablanca-Settat
C00658,Mehdi Alami,mehdi.alami368@yahoo.fr,65+,m,Agadir,Gold,Google,Souss-Massa
C04917,Sanaa Bennani,sanaa.bennani641@gmail.com,<18,f,Casablanca,Gold,Direct,Casablanca-Settat
C02367,Anas Chraibi,anas.chraibi592@outlook.com,,m,Tnja,Gold,Google,
C03972,Mehdi Drissi,mehdi.drissi166@yahoo.fr,,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C04781,Mehdi Bennani,mehdi.bennani281@hotmail.com,45-54,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C01132,Imane Idrissi,imane.idrissi951@outlook.com,65+,m,Marrakech,Silver,Instagram,Marrakech-Safi
C00957,Khadija Kabbaj,khadija.kabbaj609@gmail.com,55-64,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C02003,Sanaa Jebli,sanaa.jebli204@hotmail.com,35-44,m,Oujda,Gold,Direct,Oriental
C00931,Zineb Idrissi,zineb.idrissi290@hotmail.com,,m,Casablanca,Bronze,Facebook,Casablanca-Settat
C00301,Khadija Alami,khadija.alami204@outlook.com,55-64,m,Fès,Gold,Facebook,Fès-Meknès
C03072,Mehdi El Fassi,,45-54,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C01574,Omar Drissi,omar.drissi403@gmail.com,55-64,m,Meknès,Gold,Direct,Fès-Meknès
C00408,Khadija Haddad,khadija.haddad258@hotmail.com,,f,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C04456,Omar Idrissi,omar.idrissi268@gmail.com,35-44,f,Casablanca,Silver,Google,Casablanca-Settat
C01963,Mehdi Haddad,mehdi.haddad562@outlook.com,,m,Agadir,Gold,Direct,Souss-Massa
C04317,Fatima Ghazali,fatima.ghazali828@outlook.com,,m,Marrakech,Gold,Direct,Marrakech-Safi
C02116,Khadija Jebli,khadija.jebli67@hotmail.com,25-34,m,Marrakech,Gold,Facebook,Marrakech-Safi
C02744,Anas Jebli,anas.jebli425@outlook.com,55-64,m,TNG,Gold,Instagram,
C01548,Youssef Bennani,youssef.bennani953@gmail.com,,m,Meknès,Gold,Direct,Fès-Meknès
C02834,Youssef Chraibi,youssef.chraibi707@gmail.com,,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C01644,Mehdi El Fassi,,65+,m,Tanger,Gold,Instagram,Tanger-Tétouan-Al Hoceïma
C00581,Khadija El Fassi,,,m,Oujda,Gold,Facebook,Oriental
C00412,Anas Alami,anas.alami288@yahoo.fr,,f,Fès,Bronze,Google,Fès-Meknès
C03139,Sanaa Drissi,sanaa.drissi208@hotmail.com,45-54,f,Tanger,Bronze,Google,Tanger-Tétouan-Al Hoceïma
C01273,Zineb Chraibi,zineb.chraibi312@gmail.com,65+,f,tanger,Gold,Instagram,
C01732,Ahmed El Fassi,,65+,f,Tanger,Silver,Google,Tanger-Tétouan-Al Hoceïma
C02107,Imane Haddad,imane.haddad931@hotmail.com,35-44,f,Oujda,Silver,Facebook,Oriental
C01900,Mehdi Drissi,mehdi.drissi375@hotmail.com,<18,m,Casablanca,Gold,Direct,Casablanca-Settat
C03835,Sanaa Bennani,sanaa.bennani511@outlook.com,65+,f,Oujda,Gold,Instagram,Oriental
C01976,Imane Kabbaj,imane.kabbaj94@hotmail.com,35-44,f,Fès,Gold,Facebook,Fès-Meknès
C01151,Omar Haddad,omar.haddad166@outlook.com,25-34,m,Casablanca,Bronze,Facebook,Casablanca-Settat
C01454,Mehdi Kabbaj,mehdi.kabbaj510@gmail.com,65+,m,Tnja,Gold,Direct,
C00303,Sanaa Alami,sanaa.alami172@hotmail.com,,m,Meknès,Gold,Instagram,Fès-Meknès
C01525,Zineb Haddad,zineb.haddad182@outlook.com,,f,Casablanca,Gold,Google,Casablanca-Settat
C00265,Ahmed Kabbaj,ahmed.kabbaj536@gmail.com,35-44,m,Agadir,Gold,Direct,Souss-Massa
C00001,Ahmed El Fassi,,65+,m,Oujda,Gold,Direct,Oriental
C01283,Khadija Drissi,khadija.drissi454@yahoo.fr,,m,Marrakech,Silver,Google,Marrakech-Safi
C02765,Ahmed Drissi,ahmed.drissi135@hotmail.com,65+,f,Fès,Gold,Direct,Fès-Meknès
C00235,Mehdi Alami,mehdi.alami439@hotmail.com,,f,Marrakech,Gold,Instagram,Marrakech-Safi
C02327,Youssef Drissi,,,f,Agadir,Gold,Google,Souss-Massa
C03044,Ahmed Idrissi,ahmed.idrissi788@outlook.com,,m,Agadir,Gold,Direct,Souss-Massa
C02617,Imane El Fassi,,18-24,f,Meknès,Bronze,Instagram,Fès-Meknès
C01874,Omar Haddad,omar.haddad445@hotmail.com,,f,Agadir,Gold,Instagram,Souss-Massa
C00308,Anas Drissi,anas.drissi329@gmail.com,,f,Meknès,Gold,Instagram,Fès-Meknès
C02812,Ahmed Haddad,ahmed.haddad363@hotmail.com,65+,f,Fès,Gold,Direct,Fès-Meknès
C01006,Anas Haddad,anas.haddad290@outlook.com,45-54,f,Meknès,Gold,Direct,Fès-Meknès
C01627,Khadija Ghazali,khadija.ghazali885@hotmail.com,25-34,f,Oujda,Gold,Facebook,Oriental
C01748,Sanaa Drissi,sanaa.drissi644@gmail.com,,m,Agadir,Gold,Instagram,Souss-Massa
C00053,Sanaa Bennani,sanaa.bennani461@outlook.com,25-34,m,tanger,Gold,Instagram,
C01428,Sanaa Haddad,sanaa.haddad571@hotmail.com,65+,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00506,Khadija Haddad,khadija.haddad863@yahoo.fr,55-64,m,Casablanca,Gold,Direct,Casablanca-Settat
C04821,Fatima Idrissi,fatima.idrissi324@outlook.com,18-24,f,Oujda,Gold,Facebook,Oriental
C03227,Omar Alami,omar.alami756@hotmail.com,,f,Meknès,Gold,Facebook,Fès-Meknès
C02633,Khadija Bennani,khadija.bennani830@hotmail.com,35-44,f,Fès,Gold,Direct,Fès-Meknès
C04142,Anas Bennani,anas.bennani949@hotmail.com,,m,TNG,Gold,Facebook,
C00248,Khadija Bennani,khadija.bennani292@gmail.com,65+,f,Fès,Gold,Instagram,Fès-Meknès
C03428,Ahmed Drissi,ahmed.drissi86@hotmail.com,,f,Oujda,Gold,Instagram,Oriental
C01391,Fatima Idrissi,fatima.idrissi914@hotmail.com,65+,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C04108,Anas Chraibi,anas.chraibi676@outlook.com,55-64,f,TNG,Gold,Facebook,
C01614,Youssef Alami,youssef.alami98@gmail.com,18-24,m,Casablanca,Gold,Google,Casablanca-Settat
C89444,Sanaa Chraibi,sanaa.chraibi834@outlook.com,65+,f,tanger,Gold,Direct,
C00926,Sanaa El Fassi,,,f,Agadir,Gold,Google,Souss-Massa
C01949,Mehdi Drissi,mehdi.drissi688@yahoo.fr,,f,Casablanca,Gold,Facebook,Casablanca-Settat
C02958,Ahmed Drissi,ahmed.drissi56@hotmail.com,65+,m,Oujda,Gold,Instagram,Oriental
C01790,Fatima Alami,fatima.alami4@outlook.com,35-44,m,Oujda,Gold,Google,Oriental
C03233,Khadija Chraibi,khadija.chraibi207@hotmail.com,<18,f,Casablanca,Gold,Facebook,Casablanca-Settat
C00713,Ahmed Jebli,ahmed.jebli802@yahoo.fr,65+,m,Agadir,Gold,Direct,Souss-Massa
C00298,Ahmed Jebli,ahmed.jebli23@yahoo.fr,25-34,m,TNG,Gold,Facebook,
C01501,Anas Alami,anas.alami686@gmail.com,65+,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C00878,Khadija Chraibi,,65+,m,Marrakech,Bronze,Instagram,Marrakech-Safi
C03846,Khadija Jebli,khadija.jebli782@gmail.com,,m,Marrakech,Gold,Google,Marrakech-Safi
C04963,Omar Idrissi,omar.idrissi96@outlook.com,,f,Oujda,Gold,Instagram,Oriental
C02359,Youssef Idrissi,youssef.idrissi694@gmail.com,25-34,f,Marrakech,Silver,Google,Marrakech-Safi
C02363,Zineb Chraibi,zineb.chraibi711@yahoo.fr,,m,TNG,Gold,Facebook,
C04010,Mehdi Bennani,mehdi.bennani4@hotmail.com,,m,tanger,Gold,Google,
C01018,Anas Ghazali,anas.ghazali907@hotmail.com,,m,Fès,Gold,Facebook,Fès-Meknès
C00198,Imane Bennani,imane.bennani345@hotmail.com,35-44,f,Fès,Bronze,Google,Fès-Meknès
C04838,Mehdi Bennani,mehdi.bennani41@yahoo.fr,<18,f,Tanger,Gold,Direct,Tanger-Tétouan-Al Hoceïma
C04648,Youssef Kabbaj,youssef.kabbaj368@outlook.com,65+,f,Oujda,Gold,Google,Oriental
C03415,Mehdi Idrissi,mehdi.idrissi34@outlook.com,45-54,f,Casablanca,Bronze,Google,Casablanca-Settat
C04477,Zineb Drissi,zineb.drissi745@outlook.com,18-24,f,Rabat,Bronze,Direct,Rabat-Salé-Kénitra
C04788,Omar Alami,omar.alami949@outlook.com,65+,f,Oujda,Gold,Direct,Oriental
C03369,Omar Kabbaj,omar.kabbaj165@outlook.com,,f,tanger,Gold,Direct,
C02428,Fatima Bennani,fatima.bennani625@yahoo.fr,55-64,f,Fès,Gold,Facebook,Fès-Meknès
C02255,Anas Alami,anas.alami112@gmail.com,25-34,f,TNG,Gold,Direct,
C00685,Anas El Fassi,,,f,Casablanca,Gold,Google,Casablanca-Settat
C04983,Sanaa El Fassi,,,f,Fès,Gold,Facebook,Fès-Meknès
C00101,Ahmed Jebli,ahmed.jebli740@hotmail.com,18-24,f,Casablanca,Gold,Google,Casablanca-Settat
C03230,Mehdi Jebli,mehdi.jebli819@yahoo.fr,65+,m,Marrakech,Gold,Google,Marrakech-Safi
C01291,Fatima Kabbaj,fatima.kabbaj876@hotmail.com,,m,Casablanca,Gold,Google,Casablanca-Settat
C02541,Khadija Bennani,khadija.bennani528@hotmail.com,45-54,f,Fès,Gold,Google,Fès-Meknès
C03236,Imane Kabbaj,imane.kabbaj820@yahoo.fr,55-64,m,Agadir,Gold,Google,Souss-Massa
C88266,Omar Bennani,omar.bennani690@hotmail.com,65+,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C02538,Ahmed Chraibi,ahmed.chraibi65@hotmail.com,65+,m,Marrakech,Bronze,Instagram,Marrakech-Safi
C00776,Omar Bennani,omar.bennani983@outlook.com,35-44,f,Oujda,Gold,Facebook,Oriental
C03713,Mehdi El Fassi,,,m,Marrakech,Gold,Instagram,Marrakech-Safi
C04413,Omar Chraibi,omar.chraibi879@gmail.com,45-54,f,Casablanca,Gold,Direct,Casablanca-Settat
C00325,Imane Alami,imane.alami947@yahoo.fr,,m,Rabat,Silver,Instagram,Rabat-Salé-Kénitra
C00676,Anas Jebli,anas.jebli212@outlook.com,,f,Oujda,Gold,Direct,Oriental
C02498,Khadija Chraibi,khadija.chraibi573@hotmail.com,65+,m,Marrakech,Gold,Direct,Marrakech-Safi
C01815,Sanaa Kabbaj,sanaa.kabbaj849@gmail.com,,m,Fès,Silver,Facebook,Fès-Meknès
C02091,Youssef Idrissi,youssef.idrissi471@hotmail.com,,m,Agadir,Gold,Facebook,Souss-Massa
C01629,Omar Bennani,omar.bennani785@gmail.com,25-34,f,Casablanca,Gold,Direct,Casablanca-Settat
C04120,Ahmed Haddad,ahmed.haddad244@hotmail.com,65+,f,Agadir,Gold,Direct,Souss-Massa
C00299,Imane Drissi,imane.drissi351@outlook.com,65+,f,TANGER,Gold,Facebook,
C00644,Fatima El Fassi,,35-44,f,Agadir,Bronze,Google,Souss-Massa
C01626,Youssef Kabbaj,youssef.kabbaj62@yahoo.fr,18-24,m,Meknès,Gold,Google,Fès-Meknès
C02849,Sanaa Kabbaj,sanaa.kabbaj186@hotmail.com,18-24,f,Oujda,Gold,Google,Oriental
C01911,Ahmed Haddad,ahmed.haddad228@hotmail.com,35-44,m,Casablanca,Gold,Facebook,Casablanca-Settat
C03217,Fatima El Fassi,,,f,Fès,Gold,Google,Fès-Meknès
C00286,Omar Ghazali,omar.ghazali333@outlook.com,65+,m,Meknès,Gold,Google,Fès-Meknès
C03346,Youssef Drissi,youssef.drissi247@yahoo.fr,,m,Oujda,Gold,Instagram,Oriental
C00686,Sanaa Chraibi,sanaa.chraibi400@outlook.com,18-24,f,Oujda,Bronze,Facebook,Oriental
C00333,Imane Jebli,imane.jebli135@yahoo.fr,<18,m,Marrakech,Silver,Google,Marrakech-Safi
C00383,Anas Chraibi,anas.chraibi675@outlook.com,55-64,m,TANGER,Silver,Google,
C03952,Youssef Drissi,youssef.drissi207@gmail.com,35-44,m,Meknès,Gold,Direct,Fès-Meknès
C02608,Omar Ghazali,omar.ghazali654@hotmail.com,<18,f,Marrakech,Gold,Google,Marrakech-Safi
C04696,Ahmed Chraibi,ahmed.chraibi321@yahoo.fr,55-64,m,tanger,Gold,Direct,
C04970,Sanaa Idrissi,sanaa.idrissi76@gmail.com,65+,m,Casablanca,Gold,Facebook,Casablanca-Settat
C02651,Sanaa Ghazali,sanaa.ghazali347@yahoo.fr,35-44,m,Meknès,Gold,Direct,Fès-Meknès
C01503,Imane Haddad,imane.haddad767@hotmail.com,,m,Fès,Silver,Facebook,Fès-Meknès
C04674,Anas Chraibi,anas.chraibi951@yahoo.fr,35-44,m,Marrakech,Gold,Instagram,Marrakech-Safi
C04829,Imane El Fassi,,,m,TNG,Gold,Facebook,
C01105,Khadija Idrissi,khadija.idrissi448@hotmail.com,<18,f,Rabat,Bronze,Facebook,Rabat-Salé-Kénitra
C01007,Zineb Ghazali,zineb.ghazali230@yahoo.fr,65+,f,Tnja,Gold,Facebook,
C01000,Khadija Alami,khadija.alami854@outlook.com,65+,m,Agadir,Gold,Direct,Souss-Massa
C04007,Imane Kabbaj,imane.kabbaj59@outlook.com,65+,f,Oujda,Gold,Direct,Oriental
C04522,Sanaa Kabbaj,sanaa.kabbaj869@outlook.com,,m,Tanger,Gold,Google,Tanger-Tétouan-Al Hoceïma
C00702,Ahmed Haddad,ahmed.haddad245@yahoo.fr,45-54,m,Casablanca,Gold,Instagram,Casablanca-Settat
C04972,Anas Alami,anas.alami507@gmail.com,,f,Rabat,Silver,Instagram,Rabat-Salé-Kénitra
C02212,Omar Jebli,omar.jebli491@hotmail.com,65+,m,Agadir,Gold,Facebook,Souss-Massa
C02754,Youssef Ghazali,youssef.ghazali794@outlook.com,,m,Fès,Gold,Direct,Fès-Meknès
C00710,Imane Drissi,imane.drissi56@yahoo.fr,65+,f,Marrakech,Silver,Facebook,Marrakech-Safi
C01596,Youssef Chraibi,youssef.chraibi370@yahoo.fr,65+,m,Fès,Gold,Facebook,Fès-Meknès
C04740,Ahmed Idrissi,ahmed.idrissi27@hotmail.com,65+,m,Oujda,Gold,Direct,Oriental
C00727,Fatima Chraibi,fatima.chraibi643@gmail.com,,m,Casablanca,Gold,Instagram,Casablanca-Settat
C03134,Anas Ghazali,anas.ghazali186@hotmail.com,65+,f,Marrakech,Gold,Google,Marrakech-Safi
C00378,Mehdi Jebli,,25-34,f,Meknès,Silver,Instagram,Fès-Meknès
C02011,Khadija Drissi,khadija.drissi769@outlook.com,,f,Casablanca,Silver,Google,Casablanca-Settat
C03466,Khadija Kabbaj,khadija.kabbaj104@hotmail.com,,m,Casablanca,Gold,Direct,Casablanca-Settat
C02532,Mehdi Kabbaj,mehdi.kabbaj571@yahoo.fr,45-54,f,Meknès,Gold,Instagram,Fès-Meknès
C01047,Omar Chraibi,omar.chraibi601@yahoo.fr,,m,Meknès,Silver,Instagram,Fès-Meknès
C00362,Imane Bennani,imane.bennani280@yahoo.fr,65+,m,Agadir,Gold,Instagram,Souss-Massa
C04708,Youssef Drissi,youssef.drissi538@yahoo.fr,,f,Fès,Gold,Direct,Fès-Meknès
C02841,Khadija Drissi,khadija.drissi459@hotmail.com,25-34,f,Fès,Bronze,Facebook,Fès-Meknès
C02190,Khadija Bennani,khadija.bennani613@yahoo.fr,25-34,m,Oujda,Bronze,Google,Oriental
C00657,Imane Haddad,imane.haddad384@hotmail.com,,f,Meknès,Gold,Instagram,Fès-Meknès
C01098,Khadija El Fassi,,55-64,m,Agadir,Gold,Google,Souss-Massa
C01866,Omar Alami,omar.alami33@hotmail.com,,m,TANGER,Bronze,Facebook,
C04624,Imane Bennani,imane.bennani225@outlook.com,,f,Meknès,Gold,Google,Fès-Meknès
C00098,Imane Jebli,imane.jebli671@hotmail.com,65+,f,Agadir,Gold,Direct,Souss-Massa
C04881,Zineb Bennani,zineb.bennani272@outlook.com,35-44,f,Agadir,Bronze,Google,Souss-Massa
C04458,Mehdi Kabbaj,mehdi.kabbaj811@hotmail.com,,f,Agadir,Gold,Facebook,Souss-Massa
C02988,Sanaa Chraibi,sanaa.chraibi364@outlook.com,35-44,f,Marrakech,Bronze,Direct,Marrakech-Safi
C04390,Ahmed Drissi,ahmed.drissi536@outlook.com,,f,Marrakech,Gold,Google,Marrakech-Safi
C01938,Fatima Idrissi,fatima.idrissi675@yahoo.fr,45-54,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00872,Anas Haddad,anas.haddad608@gmail.com,,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C00111,Mehdi Alami,mehdi.alami299@outlook.com,45-54,m,Oujda,Gold,Instagram,Oriental
C04671,Omar Bennani,omar.bennani7@yahoo.fr,,f,Meknès,Gold,Instagram,Fès-Meknès
C01767,Mehdi Chraibi,mehdi.chraibi894@outlook.com,,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C04307,Youssef Alami,youssef.alami594@yahoo.fr,45-54,m,Casablanca,Silver,Facebook,Casablanca-Settat
C00690,Youssef El Fassi,,65+,f,Rabat,Bronze,Facebook,Rabat-Salé-Kénitra
C00764,Ahmed Drissi,ahmed.drissi290@gmail.com,65+,f,tanger,Gold,Instagram,
C03767,Fatima Haddad,fatima.haddad174@hotmail.com,55-64,f,Casablanca,Bronze,Google,Casablanca-Settat
C03916,Anas Bennani,,35-44,m,Agadir,Silver,Direct,Souss-Massa
